,name,province,postalCode,categories,primaryCategories,Compound Sentiment,reviews.summary,reviews.total,popular.keywords,average.rating
2058,"Mandarin Oriental, Miami",FL,33131,"Lodging,  Hotel",Accommodation & Food Services,0.8317735849056604,"After we explained the reception staff-courteous, proper and friendly as ever- that we are olde regular costumers in need to check in that day, they were helpfully at getting us one of their very best Rooms, within quality reserved, Room 1815 located on 18 th floor with the most splendid views to Biscayne Bay and those beautiful Southwestern water Seas, great by day, but even greater by Miami multicolored lights night That views are just part, as well, of the myriad of details that makes The Mandarin...a paradise found ! In can, professionally and humanly, asserts that the Mandarin Oriental, in Brickell Key, has what a great hotel needs certain style in its attractive design elegance and distinction, warmth and intimacy in the architecture and its deco design and architectural layout, which is not boxed into standards, offering a different theme in hospitality, from entranced areas to guest-rooms to facilities...making every single stay in it a unique experience !",106,"[('hotel', 176.97682920702206), ('miami', 88.70559351697355), ('service', 86.70861681380342), ('mandarin', 85.0), ('staff', 64.0)]",4.46
2059,Manistee Hotel,MI,49660,"Hotel & Motel,  Motel,  Hotel,  Lodging",Accommodation & Food Services,-0.486,"First of all, they required that I pay the entire 3 night stay upfront (never heard of that), the grounds were unkept with cigarette butts everywhere, I had to call for towels... I am not one to complain being that my husband has been in the hotel business for over 40 years but this experience was not good at all.",1,"[('40', 1.0), ('business', 1.0), ('butts', 1.0), ('cigarette', 1.0), ('complain', 1.0)]",2.0
2060,Maple Leaf Motel,MI,49720,"Motel,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.952475,"Unfortunately there was construction on the side where the room was they initially put us in and seemed... More  I thought it was a little pricey for what it was but it was clean, older inside the room but clean.",4,"[('clean', 4.0), ('flowers', 3.0), ('nice', 3.0), ('cindy', 2.0), ('construction', 2.0)]",4.25
2061,Maple Leaf Motel,OR,97539,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.9333750000000001,"The positives: clean room, good water pressure in shower and sink, good wifi, refrigerator, small HDTV, good sized room(2 queens), comfortable bed, clean... More We have stayed at hundreds of these small motels over the last few years.",4,"[('clean', 6.0), ('stayed', 4.0), ('nice', 3.0), ('comfortable', 2.0), ('crater', 2.0)]",4.5
2062,Maplelag,MN,56521-9643,"Resorts,  Hotel",Accommodation & Food Services,0.24049999999999996,"This year was a trip down memory lane - only problem was lack of snow but we still skied about 45 km in three days  If you're ever near Detroit Lakes, MN and you love to xc ski, check out this gem.",2,"[('gem', 2.0), ('winter', 2.0), ('45', 1.0), ('biking', 1.0), ('boys', 1.0)]",5.0
2063,Marco Polo's @ The Viana Hotel & Spa,NY,11590,"Restaurant,  Restaurants,  Hotel",Accommodation & Food Services,0.9313,We also enjoyed the Kobe beef meatballs that were served over noodles and penne in marinara sauce. What a nice experience eating here twice in one day since we were staying at the hotel.,1,"[('beef', 1.0), ('crispy', 1.0), ('day', 1.0), ('delicious', 1.0), ('dinner', 1.0)]",5.0
2064,Margaritaville Island Hotel,TN,37863,"Hotel & Motel,  Hotel & Motel reservations,  Hotel",Accommodation & Food Services,0.15460000000000002,We are a couple in our 60's typically enjoy a resort away from the action and nightlife but we thoroughly enjoyed our 4 night stay at this resort! The next two days or view was the pond drained and workers occasionally powerwashing the rocks and looking at mechanicals.,2,"[('action', 3.0), ('view', 3.0), ('resort', 2.0), ('60', 1.0), ('alcatraz', 1.0)]",3.5
2065,Margaritaville Island Inn,TN,37863,Hotel,Accommodation & Food Services,0.9939,"Speaking of which, it did on our trip, just enough to not be able to enjoy the outdoor pool which looked very inviting!The indoor pool does not allow any eating or drinking...eh not a fan of that policy. If you can't get enough Jimmy Buffet lifestyle, there's a Margaritaville restaurant and Margaritaville coffee shop less than a 5 minute walk away.",1,"[('pigeon', 4.0), ('forge', 3.636896959147807), ('budget', 3.0), ('check', 3.0), ('hotels', 3.0)]",4.0
2066,Margaritaville Resort Gatlinburg,TN,37738,"Hotel & Motel,  Resorts,  Hotel,  Lodging",Accommodation & Food Services,0.9557666666666668,"Michael From the minute you pull into the resort, you feel as if youve been transported to a tropical island. We are so happy you had such a great experience and really look forward to seeing you on your next visit!!",3,"[('fins', 3.0), ('michael', 3.0), ('wonderful', 3.0), ('family', 2.6507671015997536), ('issues', 2.0)]",4.67
2067,Marigot Beach Suites,MD,21842,"Hotel & Motel,  Hotel & Motel reservations,  Hotel,  Condominiums",Accommodation & Food Services,0.8449,"We stayed in a 3 bedroom suite, the view was beautiful, the staff was very polite, but the room was not so nice!! We had stayed with Clarion(Marigot Beach) several years prior and were pleased.",2,"[('staff', 2.0), ('stayed', 2.0), ('view', 2.0), ('week', 2.0), ('beach', 1.0)]",4.0
2068,Mariposa Inn and Suites,CA,93940,"Business Hotel,  Hotel & Motel,  Budget Hotel,  Tourist Hotel,  Hotel,  Family-Friendly Hotel",Accommodation & Food Services,0.820225,We found a very sweet restaurant for breakfast Old Monterey... More  Loved the room nothing bad to say about this place besides the hard mattress in the room my wife and I booked. The hot tub in the room added romance and relaxation that was so needed for my husband and I.,4,"[('hotel', 2.649438531456098), ('bad', 2.0), ('booked', 2.0), ('hot', 2.0), ('location', 2.0)]",3.5
2069,Mark Twain Hotel,IL,61602,"Hotel & Motel consultants,  Hotel & Motel,  Hotel & Motel Consultants,  Hotel",Accommodation & Food Services,0.89325,"The waitress took very good care of us, and yes at the time there was not alot of business due to snowfall that day, she did stop to have a conversation with us. Uno's is one of the best restaurants Peoria, Il has to offer.view less  I stayed at the Mark Twain last week for business and was impressed.",4,"[('hotel', 4.0), ('breakfast', 3.0), ('desk', 3.0), ('nice', 3.0), ('bar', 2.0)]",4.5
2070,Marquee Suites,MN,55949,"Hotel,  Motel,  Lodging,  Hotel & Motel",Accommodation & Food Services,0.8714,"The room was very clean, lots of space the most comfortable bed/linens. Was able to get into 2 bedroom suite due to a cancellation.",1,"[('absolutely', 1.0), ('accommodating', 1.0), ('bedroom', 1.0), ('cancellation', 1.0), ('clean', 1.0)]",5.0
2071,"Marriott Vacation Club Pulse, San Diego",CA,92101,"Hotel & Motel,  Wedding Supplies and Services,  Hotel",Accommodation & Food Services,0.7055142857142858,"Any niggles Well, parking in cities may be difficult, but 42 per night with valet and 35 without seems to me a bit over the top, the room comes at a price so it ought to be half the price for guests. We had a suite with a kitchenette (microwave, refrig with freezer unit, coffee maker, dishes, flatware, glasses for water and wine), 2 televisions - one in the bedroom the other in the living room.",14,"[('stay', 15.0), ('san', 14.0), ('diego', 13.0), ('enjoyed', 13.0), ('review', 11.0)]",4.29
2072,Marriott's Grand Chateau,NV,89109,"Hotel & Motel,  Resorts,  Hotel",Accommodation & Food Services,0.9853666666666667,"the movie that was played in the evening was rated PG13, and our small children 3 and 6 were not able to stay in the pool because of it, and when we went to the other pool, it was a lot of young adults smoking and drinking. My kids did not attend the children's program /play ground but we always see kids with attendants on the play area every morning from our room.",3,"[('time', 6.0), ('stay', 5.0), ('pool', 4.0), ('property', 4.0), ('share', 4.0)]",5.0
2073,Marriott's Imperial Palms Villas,FL,32821,"Hotel & Motel,  Resorts,  Hotel",Accommodation & Food Services,0.866225,"Unfortunately our initial experience was very rough but the property management took accountability, immediately fixed the issues and followed up repeatedly to ensure our satisfaction. We apologize for any inconvenience you experienced upon arrival but it is great to hear Eugene and staff were able to resolve the issue swiftly and to your satisfaction.",8,"[('marriott', 9.0), ('property', 9.0), ('unit', 8.0), ('staff', 7.0), ('villa', 7.0)]",4.25
2074,Martinique Motel,NJ,08401-6207,"Hotel & Motel,  Motel,  Hotel,  Lodging",Accommodation & Food Services,0.7003,It's located within eye sight of tropicana and was the cheapest out of all in the area. The staff showed me the room before I rented it and had a safe location to park my car.,1,"[('31st', 1.0), ('bring', 1.0), ('car', 1.0), ('cheapest', 1.0), ('dec', 1.0)]",4.0
2075,Marv Herzog Hotel,MI,48734,"Lodging,  Motel,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.7232,"Although the place was full we were close to the lobby, we didn't hear any noise from other guests. We have always stayed at the same motel but, this yearwe decidedto try a different place.",3,"[('hotel', 3.0), ('road', 3.0), ('main', 2.0), ('20', 1.0), ('30', 1.0)]",4.0
2076,Mattituck Motel,NY,11952,"Hotel & Motel,  Motel,  Hotel,  Lodging",Accommodation & Food Services,0.9287,"If you are looking for nice accommodations and a friendly, family owned place that is clean, well located and moderately priced in a beautiful area of the North Fork of Long Island, then this may... More We stayed here for an entire week while attending a family reunion right down the road.",1,"[('family', 2.0), ('accommodations', 1.0), ('attending', 1.0), ('beautiful', 1.0), ('clean', 1.0)]",5.0
2077,Maxwell Hotel,WA,98109,"Business Hotel,  Hotel & Motel,  Hotel & Motel mgmt.,  Luxury Hotel,  Family-friendly Hotel,  Tourist Hotel,  Hotel",Accommodation & Food Services,0.8557904761904761,"More  Was looking for a moderately priced hotel in the Queen Anne District, close to Seattle Pacific University for a college preview weekend. Great location- within walking distance to the Space Needle and monorail which gets you close to other shopping and restaurants.",21,"[('hotel', 19.0), ('seattle', 14.0), ('parking', 13.0), ('staff', 11.0), ('location', 9.0)]",4.48
2078,Maxwell Inn,CO,80517,"Bed & Breakfast & Inns,  Hotel & Motel,  Hotel,  Lodging",Accommodation & Food Services,0.74158,"We were only at The Maxwell for one night (using three rooms - 9, 10 and 21) and found it to be very clean, comfortable, nicely decorated, great Wi-Fi, and easy access/egress. The free breakfast is pretty solid, and there's a new patio outside where you can enjoy your morning coffee in the sun or a bonfire at night.",5,"[('maxwell', 4.0), ('stay', 4.0), ('inn', 3.0), ('night', 3.0), ('owners', 3.0)]",5.0
2079,Mayberry Motor Inn,NC,27030,"Hotel,  Motel,  Lodging,  Hotel & Motel",Accommodation & Food Services,0.43435,Her... More Nice to visit one of the old time motels (motor-hotels) which were the only type of lodgings found along the smaller highways of North America during the 50's and 60's before the interstates and bigger hotel chains came in and destroyed the tourist economies of America's small towns. My sister loves the Andy Griffith show and really enjoyed Aunt Bee look alike showed her the Aunt Bee room.,2,"[('america', 2.0), ('aunt', 2.0), ('bee', 2.0), ('50', 1.0), ('60', 1.0)]",4.5
2080,Mayflower Park Hotel,WA,98101,"Banquet facilities,  Hotel & Motel,  Hotel",Accommodation & Food Services,0.80413,"I also appreciate every hotel in Seattle is hugely expensive but this place is very high and for this sort of price I expect perfection and having stayed all over the world in top business hotels in major cities this was just poor comparedStaff on desk were very pretentious and i felt thought their hotel was above us, the internet was essentially unusable and it just did not feel welcomingMatthew L,Thank you for your comments. I would like to hear more about your experience with the front desk staff as they are such an essential part of the hotel experience.",10,"[('hotel', 22.0), ('seattle', 8.0), ('blocks', 6.0), ('feel', 6.0), ('location', 6.0)]",4.3
2081,McCloud Mercantile Hotel,CA,96057,"Store Fronts,  Internet Cafes,  Hotel",Accommodation & Food Services,0.9466333333333333,"I was able to take my lab with me to this perfectly beautiful place, they gave me special accomodations and I just go there to visit the mccloud falls and it ended up being the perfect trip. Just lovely in every way, you would... More  Seriously - I don't need to lie on this update.",3,"[('wonderful', 3.0), ('perfect', 2.0), ('stayed', 2.0), ('accomodations', 1.0), ('afternoon', 1.0)]",5.0
2082,McMenamins Hotel Oregon,OR,97128,"Hotel & Motel,  Brewers,  Hotel",Accommodation & Food Services,0.687425,"There were ear plugs in our room, but we didn't need them even though we were on the fourth floor right below the roof top bar. 360 views of vineyards, the coast range, and all the beauty that is Yamhill County.",20,"[('bar', 7.0), ('food', 6.0), ('bed', 5.0), ('nice', 5.0), ('service', 5.0)]",3.95
2083,McMenamins Kennedy School,OR,97211,"Bar,  Movie Theater,  Hotel",Accommodation & Food Services,0.4683857142857143,"There's a little something for everyone there...we checked out a new movie for only 3 and enjoyed drinks and food while relaxing in comfy couches. Would love common gathering room, all designated common space is also used for meetings and were booked while we were there.",7,"[('bad', 6.0), ('food', 4.673608176100576), ('staff', 4.0), ('pool', 3.0), ('bars', 2.739088644947584)]",4.71
2084,Meadowlands Plaza Hotel,NJ,7094,"Motel,  Hotel & Motel reservations,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.7966333333333333,"However I called the hotel and they let me check in hours earlier than I was scheduled to. We enjoyed the hotel in general, the breakfast was good and the staff were very friendly.",3,"[('hotel', 4.0), ('hours', 3.0), ('breakfast', 2.0), ('check', 2.0), ('arrive', 1.0)]",3.67
2085,Mega Inn,CA,95660,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.3612,"Clean comfortable room, accommodating staff, only a few complaints- room a bit cramped for 2 beds, street noise on front side and low water pressure in sink. Other than that, would recommend for overnight or long term stay.",1,"[('accommodating', 1.0), ('beds', 1.0), ('bit', 1.0), ('clean', 1.0), ('comfortable', 1.0)]",4.0
