,Hotel Name,Province,Postal,Category,SubCategory,Compound Sentiment,Review Summary,Total Reviews,Popular Keywords,Average Rating
834,Hampton Inn Greenville/simpsonville,SC,29680,"Hotels and motels,Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.9904,"Mail deliveries, lost keys local hints, all were managed very well, The weekend manager in particular is full of good local knowledge. I have never been treated more like an honored guest than during my recent stay.",3,"[('hotel', 0.509104439174448), ('good', 0.5056819601225286), ('local', 0.41084434297370664), ('quality', 0.39621959396740875), ('staff', 0.38867512264358783)]",4.33
835,Hampton Inn Hampton-Newport News,VA,23666,"Hotels,Hotels and motels,Corporate Lodging,News dealers,Lodging,Hotel",Accommodation & Food Services,0.9995,"the maintenance/grounds guy was awesome, very friend, open and helpful, was a shining example of a great employee. The staff here is really great polite, friendly, helpful - great customer service.",12,"[('nice', 1.3482707964260319), ('stay', 1.1187674282991207), ('great', 1.0716069926780212), ('room', 1.0214910738967533), ('clean', 0.9613642031870459)]",4.58
836,Hampton Inn Hilton Head,SC,29926,"Hotels and motels,Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.9988,"And, the breakfast is always a plus, especially when you have kids. Beautiful clean room, delicious breakfast, super friendly staff.",8,"[('stay', 1.040582955998902), ('hotel', 0.7330770910905903), ('breakfast', 0.7188817729030207), ('hampton', 0.658486258912215), ('friendly', 0.6513082764328364)]",4.0
837,Hampton Inn Horse Cave,KY,42749,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.9972,"We stay at HomeWood Suites for 2-3 months every year visiting grandchildren and relatives, accumulating enough points to stay free at any of there Hotels between Florida, Illinois Wisconsin. We're Hilton Honors members and always have a good experience at any of there Properties.",7,"[('room', 0.6688716730223183), ('hampton', 0.6633649677377678), ('stay', 0.6112886144617431), ('hotel', 0.4941292220837734), ('checked', 0.4280569013838528)]",3.71
838,Hampton Inn Houston Deer Park Ship Area,TX,77536,"Hotels and motels,Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,-0.5221,"Each morning as people would exercise, perhaps at 5am, I awoke and could not return to sleep because the running on the machine was very loud.   Room 123 is not good due to close proximity to exercise room, and should perhaps be considered as not a guest room.",3,"[('room', 0.7611915921479258), ('property', 0.4640084050610721), ('pillows', 0.4375624198029363), ('exercise', 0.37554203275824405), ('good', 0.37554203275824405)]",2.67
839,Hampton Inn Indianapolis/carmel,IN,46032,"Hotels and motels,Hotel,Hotels",Accommodation & Food Services,0.9994,Room was very clean and desk was just right to work at after a long day. Bedding was very comfortable and pillows are awesome.,14,"[('room', 1.1463064877107823), ('stay', 1.132827048657167), ('staff', 1.120621104865391), ('great', 1.1046694399747885), ('clean', 1.059009942407991)]",4.5
840,Hampton Inn Indianola,MS,38751,"Lodging,Corporate Lodging,Hotels,Hotel",Accommodation & Food Services,0.9612,"we would give this location a 5 star rating and would Recommend. Beds were good, and everything was clean and neat.",1,"[('clean', 0.47140452079103173), ('neat', 0.47140452079103173), ('beds', 0.23570226039551587), ('expected', 0.23570226039551587), ('exterior', 0.23570226039551587)]",5.0
841,Hampton Inn Kingsland,GA,31548,"Hotel,Hotels and motels,Hotel and motel reservations",Accommodation & Food Services,0.995,"The staff was very friendly, the beds were soft and cozy, and the room was very clean and quiet. The best part of all was the fact we could check in and choose our room online with our iPhone.",6,"[('water', 0.6419615989022144), ('room', 0.6401516962749003), ('hampton', 0.5875774995257618), ('stay', 0.5809502116059712), ('way', 0.5324498010666008)]",3.83
842,Hampton Inn Knoxville/Clinton I-75,TN,37716,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.9752,Thank you for your good review and we hope to be hosting you again soon here at the Hampton Inn Knoxville/Clinton I-75. Clean rooms and hotel with nice updated design.,1,"[('10', 0.3333333333333333), ('nice', 0.3333333333333333), ('75', 0.16666666666666666), ('area', 0.16666666666666666), ('breakfast', 0.16666666666666666)]",5.0
843,Hampton Inn Lacrosse/Onalaska,WI,54650,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.971,"The pool, our room and... More  easy in and out, two decent restaurants next to the hotel (a mexican place that is expensive and an outback). The hotel is conveniently located off the freeway, easy to find, with 3 restaurants within walking distance.",3,"[('years', 0.5076205581602201), ('hotel', 0.4713927197371864), ('located', 0.3869919531420028), ('areas', 0.33841370544014676), ('easy', 0.3311591037841911)]",4.33
844,Hampton Inn Lafayette,IN,47905,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.9985,"Everything was great, friendly staff, clean rooms and facilities, easy to get to and a great breakfast. We stayed here because it was on the list to stay for a softball tournament my daughter",4,"[('great', 0.6997558539027074), ('staff', 0.5712137767021281), ('stay', 0.5151662498180619), ('stayed', 0.5053324758740443), ('check', 0.4905706517684955)]",5.0
845,Hampton Inn Las Vegas North Speedway,NV,89030,"Hotel,Hotels,Lodging,Corporate Lodging",Accommodation & Food Services,0.9929,I don't know what else to right this is making me right a whole story what can I honestly say that 200 characters this is annoying. Loved the stay staff was friendly pool was nice coffee was great!,3,"[('right', 0.5018737348199418), ('great', 0.38702751137424934), ('hotel', 0.38319503223846685), ('friendly', 0.3526535384207583), ('staff', 0.3526535384207583)]",4.67
846,Hampton Inn Lebanon,KY,40033,"Hotels,Corporate Lodging,Lodging,Hotels & Motels,Hotel",Accommodation & Food Services,0.9484,"We were told it would be repaired and cleaned by the next day of our stay, but sadly did not. Only one major complaint is that the outdoor pool was not working.",2,"[('good', 0.4528383192321281), ('motel', 0.4528383192321281), ('stay', 0.3884685818611245), ('staff', 0.29929839461674695), ('area', 0.22641915961606404)]",5.0
847,Hampton Inn Lexington Medical Center,KY,40503,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.9567,"Even' with its location near downtown, it was very nice and very clean. I would recommend this hotel highly to anyone traveling to Lexington.",1,"[('hotel', 0.4588314677411235), ('nice', 0.4588314677411235), ('center', 0.22941573387056174), ('clean', 0.22941573387056174), ('downtown', 0.22941573387056174)]",5.0
848,Hampton Inn Macomb,IL,61455,"Hotels,Lodging,Corporate Lodging,Hotel and Hotel Pool,Hotel",Accommodation & Food Services,0.9699,"Have stayed here many times as our daughter is at the... More  Rooms were fine, breakfast was fair and reservation were a disaster. Poorly trained reservationist, said room would cost one thing and said he'd call me back after specking with management for rate.",2,"[('rate', 0.4897756380518227), ('said', 0.4897756380518227), ('room', 0.3637346800145719), ('check', 0.3479578553520946), ('nice', 0.3479578553520946)]",3.5
849,Hampton Inn Memphis/Southaven,MS,38671,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.9961,"The toiletries they provide are Neutrogena, which are of good quality. The complimentary breakfast is delicious (and includes protein foods).",4,"[('staff', 0.6213476413456678), ('hotel', 0.5554948988003623), ('pretty', 0.43949429575299576), ('nice', 0.42953946532292897), ('clean', 0.3997325551692198)]",4.5
850,Hampton Inn Middletown,NY,10941,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.9976,"Even though the Hotel had signs apologizing for renovations I am so happy that we didn't hear or had any complaints concerning the renovations. Although it was complimentary free wifi, I think I would of paid a few dollars for quicker faster internet wifi services on my stay.",6,"[('clean', 0.5808138472453129), ('location', 0.5005801933063433), ('stay', 0.49981887205766107), ('hotel', 0.4821781431817682), ('andrew', 0.482047650437005)]",4.33
851,Hampton Inn Myrtle Beach-Northwood,SC,29572,"Hotel,Hotels,Lodging,Corporate Lodging,Luxury Hotels,Golf Resorts,Family-Friendly Hotels,Hotels & Motels,Business Hotels,Beach Hotels,Resorts,Weekend Getaway Hotels,Tourist Hotels",Accommodation & Food Services,0.8685,"Most memorable part of stay was a maintenance man who was very friendly and went out of his way to be friendly and helpful. Otherwise, everyone else seemed to just be doing a job.",1,"[('average', 0.4364357804719848), ('friendly', 0.4364357804719848), ('stay', 0.4364357804719848), ('helpful', 0.2182178902359924), ('hotel', 0.2182178902359924)]",3.0
852,Hampton Inn New Bedford/Fairhaven,MA,2719,"Hotels,Lodging,Corporate Lodging,Hotels and motels,Hotel,Hotels Motels",Accommodation & Food Services,0.9814,"Traveling with little ones can be stressful, but the staff here were very pleasant and accommodating to our needs. We were traveling to visit family with our daughter and her family.",2,"[('family', 0.39223227027636803), ('traveling', 0.39223227027636803), ('visit', 0.39223227027636803), ('hotel', 0.33333333333333337), ('nice', 0.33333333333333337)]",4.5
853,Hampton Inn Newark-Airport,NJ,7201,"Hotel,Hotels Motels,Hotels,Lodging,Corporate Lodging",Accommodation & Food Services,0.991,"2 broadcast channels didn't work, some cable channels scratchy, but HBO and NBC were loud and clear along with all the ESPN and FOX channels. Also the breakfast at 6 and if you need to go before that, they give you a breakfast baggie to go, very thoughtful!",7,"[('night', 0.920734038760826), ('hotel', 0.9099765465120249), ('good', 0.7436026550632249), ('stay', 0.7259871635142676), ('breakfast', 0.5394477618194289)]",3.43
854,Hampton Inn Newport News-Yorktown,VA,23602,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.9977,"This Hampton was at a good location with shopping close by,also near major highways but yet secluded. We found the staff pleasant helpful, hotel was updated and rooms were clean nice but average size.",8,"[('hotel', 1.0326698056921408), ('nice', 0.7478298752008128), ('good', 0.6648913241201855), ('stay', 0.6625534920288905), ('clean', 0.6600077846971265)]",4.5
855,Hampton Inn Norfolk/Virginia Beach,VA,23462,"Hotels,Hotel,Hotels and motels,Lodging,Corporate Lodging",Accommodation & Food Services,0.9996,I can honestly say it has the best free breakfast at any I current have stayed at. We were extremely pleased with this hotel and would definitely stay again.,19,"[('hotel', 1.8122082512475115), ('staff', 1.5837398124987703), ('beach', 1.5197946563601157), ('breakfast', 1.4806857764974626), ('great', 1.2990615420325682)]",4.47
856,Hampton Inn Odessa,TX,79762,"Hotel,Hotels,Lodging,Corporate Lodging",Accommodation & Food Services,0.9485,The staff does a good job of keeping the lobby and breakfast area very clean. We have stayed 5 to 6 times and always had a nice stay.,1,"[('clean', 0.6), ('area', 0.2), ('breakfast', 0.2), ('good', 0.2), ('hallways', 0.2)]",5.0
857,Hampton Inn Omaha Midtown-Aksarben Area,NE,68124,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.9739,I would definitely recommend this hotel and would definitely stay there again - and I am very particular about hotels!   The very sweet girl working at the desk was nice enough to give us the hospital discount.,2,"[('definitely', 0.4215785293308939), ('got', 0.35631300989071507), ('hospital', 0.35631300989071507), ('working', 0.35631300989071507), ('nice', 0.276738118482605)]",3.5
858,Hampton Inn Orange City,IA,51041,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.9852,All staff very friendly and worked hard to make stay a good one. Nearly new with good pool and great breakfast.,1,"[('good', 0.5714285714285714), ('great', 0.2857142857142857), ('pool', 0.2857142857142857), ('stay', 0.2857142857142857), ('available', 0.14285714285714285)]",5.0
859,Hampton Inn Orlando-Maingate South,FL,33897,"Hotels and motels,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,0.9785,"We stayed here for one night after driving up from the Tampa airport to Orlando area to meet family that has already arrived. The hotel is at Exit 55, right off of I-4 at US-27, about 7-12 miles from the I-4 Disney...",2,"[('disney', 0.3105143471013537), ('driving', 0.3105143471013537), ('family', 0.3105143471013537), ('hotel', 0.3105143471013537), ('stay', 0.3105143471013537)]",4.5
860,Hampton Inn Oxford,ME,4270,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.9601,Everything at this hotel was great we had a great time it was clean the people are nice everything was good so going back to Maine I would definitely stay here and that would let everybody know to stay here,1,"[('great', 0.4472135954999579), ('stay', 0.4472135954999579), ('clean', 0.22360679774997896), ('definitely', 0.22360679774997896), ('everybody', 0.22360679774997896)]",5.0
